TN
CGPLH78
CGPLH475
HIP_33
HIP_28
CGPLH465
CGPLH426
CGPLH518
CGPLH300
CGPLH401_Rep
HIP_45
CGPLH364
CGPLH639
CGPLH316
CGPLH395_Rep
CGPLH508_Rep
CGPLH474
CGPLH517
Ctrl_13
Ctrl_18
CGPLH405
CGPLH367
CGPLH208
CGPLH337
CGPLH410
CGPLH493
CGPLH35
CGPLH83
CGPLH358
CGPLH469
CGPLH487
CGPLH380
CGPLH420
CGPLH443
CGPLH500
CGPLH329
HIP_20
HIP_8
HIP_38
CGPLH415
CGPLH511
CGPLH451
CGPLH497
CGPLH458
CGPLH625
CGPLH483
CGPLH435
CGPLH314
CGPLH43
HIP_43
CGPLH381
CGPLH440
HIP_14
CGPLH193
CGPLH644
CGPLH393
CGPLH387
Ctrl_3
CGPLH342
CGPLH326
CGPLH353
CGPLH504_Rep
HIP_19
CGPLH200
CGPLH45
