TN
HIP_28
CGPLH465
CGPLH507
HIP_18
CGPLH424
HIP_30
HIP_13
CGPLH316
CGPLH362
CGPLH481
HIP_7
CGPLH441
CGPLH472
CGPLH391
CGPLH401
CGPLH414
CGPLH405
CGPLH367
HIP_47
CGPLH208
Ctrl_19
CGPLH520
CGPLH210
CGPLH512
CGPLH346
CGPLH77
CGPLH311
CGPLH386_Rep
CGPLH190
CGPLH477
CGPLH408
CGPLH490
CGPLH81
CGPLH59
CGPLH517_Rep
CGPLH486
CGPLH442
CGPLH370
CGPLH453
CGPLH435
CGPLH43
Ctrl_20
CGPLH325
CGPLH357
CGPLH383
CGPLH644
CGPLH466_Rep
CGPLH418
HIP_40
HIP_22
HIP_35
CGPLH351
CGPLH330
CGPLH504_Rep
CGPLH396
CGPLH456
CGPLH496
Ctrl_12
CGPLH200
CGPLH336
CGPLH64
CGH14
CGPLH499
CGPLH45
CGPLH340
