TN
CGPLH432
CGPLH507
CGH15
Ctrl_10
CGPLH355
CGPLH316
CGPLH362
CGPLH481
CGPLH439
Ctrl_2
CGPLH407
CGPLH55
Ctrl_9
CGPLH369_Rep
CGPLH414
CGPLH471
Ctrl_15
CGPLH460
HIP_11
CGPLH400_Rep
CGPLH520
CGPLH210
CGPLH402
HIP_27
CGPLH196
HIP_16
CGPLH384
CGPLH468
CGPLH640
CGPLH202
CGPLH443
CGPLH190
CGPLH476
CGPLH328_Rep
CGPLH350
CGPLH428
CGPLH515
CGPLH490
CGPLH81
CGPLH417
CGPLH451
CGPLH458
CGPLH386
CGPLH494
CGPLH422
CGPLH625_Rep
CGPLH309
HIP_44
CGPLH448
HIP_32
CGPLH333
HIP_40
HIP_6
HIP_35
CGPLH502
HIP_2
CGPLH326
CGPLH338
CGPLH76
CGPLH510
CGPLH343
CGPLH390
CGPLH366
CGPLH485
CGPLH499
CGPLH394
