TN
Ctrl_10
CGPLH425
CGPLH36
CGPLH362
HIP_3
HIP_48
CGPLH481
CGPLH441
CGPLH474
CGPLH479
CGPLH211
CGPLH405
CGPLH495
CGPLH400_Rep
HIP_34
CGPLH493
CGPLH35
CGPLH354
Ctrl_1
CGPLH83
CGPLH331
CGPLH322
CGPLH380
CGPLH320
CGPLH446
CGPLH411
CGPLH398
CGPLH389
CGPLH646
CGPLH466
Ctrl_8
CGPLH368
CGPLH430
CGPLH59
CGPLH509
CGPLH517_Rep
CGPLH459
CGPLH453
CGPLH194
CGPLH47
HIP_14
Ctrl_16
CGPLH413
CGPLH383
CGPLH201
HIP_39
CGPLH42
CGPLH393
CGPLH54
CGPLH314_Rep
CGPLH504
Ctrl_3
CGPLH342
HIP_40
CGPLH209
HIP_23
HIP_9
CGPLH510
HIP_19
HIP_1
CGPLH336
CGPLH64
CGPLH488
CGPLH50
CGPLH79
CGPLH45
CGPLH434
