TN
CGPLH344
CGPLH513
CGPLH426
CGPLH400
HIP_24
CGPLH36
HIP_48
CGPLH441
CGPLH369_Rep
CGPLH405
CGPLH337
CGPLH520
CGPLH493
Ctrl_1
CGPLH361
CGPLH331
CGPLH487
CGPLH320
CGPLH202
CGPLH420
CGPLH369
HIP_10
CGPLH446
CGPLH411
CGPLH398
CGPLH389
CGPLH46
CGPLH646
CGPLH350
CGPLH466
CGPLH308
CGPLH478
CGPLH450
CGPLH430
HIP_17
CGPLH509
CGPLH517_Rep
CGPLH505
CGPLH455_Rep
CGPLH625
CGPLH483
CGPLH194
CGPLH47
Ctrl_16
CGPLH413
CGPLH497_Rep
Ctrl_4
CGPLH383
CGPLH201
HIP_39
CGPLH393
HIP_32
CGPLH314_Rep
Ctrl_3
CGPLH342
HIP_40
CGPLH82
CGPLH431
HIP_23
HIP_9
HIP_1
CGPLH327
Ctrl_14
CGPLH64
CGH14
CGPLH79
CGPLH499
