TN
HIP_33
CGPLH513
CGPLH426
CGPLH310
HIP_18
CGPLH400
HIP_24
CGPLH36
CGPLH501
HIP_48
CGPLH441
CGPLH474
CGPLH479
HIP_12
CGPLH35
CGPLH354
CGPLH406
Ctrl_1
CGPLH361
CGPLH331
CGPLH84
CGPLH380
CGPLH320
CGPLH420
CGPLH369
CGPLH411
CGPLH46
CGPLH646
CGPLH466
CGPLH308
HIP_8
Ctrl_6
HIP_38
CGPLH450
CGPLH509
CGPLH517_Rep
CGPLH442
CGPLH455_Rep
CGPLH625
CGPLH483
HIP_43
CGPLH47
Ctrl_16
CGPLH193
CGPLH201
CGPLH484
CGPLH63
CGPLH429
CGPLH393
CGPLH387
CGPLH491
Ctrl_3
CGPLH342
CGPLH209
CGPLH52
HIP_23
CGPLH385
CGPLH328
CGPLH504_Rep
CGPLH396
CGPLH416
CGPLH496
CGPLH436
HIP_1
CGPLH327
Ctrl_14
CGPLH79
