TN
CGPLH198
HIP_33
CGPLH455
Ctrl_10
CGPLH300
CGPLH400
HIP_45
HIP_13
CGPLH362
Ctrl_2
CGPLH517
Ctrl_9
CGPLH414
CGPLH437
CGPLH337
CGPLH410
CGPLH643
CGPLH354
CGPLH492
CGPLH346
CGPLH473
CGPLH77
CGPLH83
CGPLH311
CGPLH322
CGPLH380
CGPLH444
CGPLH386_Rep
CGPLH328_Rep
CGPLH477
HIP_37
CGPLH466
CGPLH368
Ctrl_17
CGPLH56
HIP_42
CGPLH506
HIP_17
CGPLH486
HIP_29
CGPLH511
CGPLH417
CGPLH459
CGPLH494
CGPLH422
CGPLH483
CGPLH43
CGPLH381
CGPLH194
CGPLH357
CGPLH404
CGPLH392
CGPLH466_Rep
CGPLH54
CGPLH504
CGPLH342
HIP_6
HIP_21
CGPLH498
CGPLH317
CGPLH203
CGPLH395
CGPLH64
CGPLH45
CGPLH434
