TN
CGPLH427
CGPLH488
CGPLH35
CGPLH342
CGPLH337
CGPLH438
CGPLH411
CGPLH625
CGPLH194
CGPLH315
CGPLH486
CGPLH354
CGPLH460
CGPLH646
CGPLH505
CGPLH402
CGPLH37
CGPLH514
HIP_14
HIP_19
CGPLH189
CGPLH389
CGPLH475
CGPLH455_Rep
Ctrl_1
CGPLH447
HIP_34
CGPLH36
CGPLH423
CGPLH493
CGPLH331
CGPLH517_Rep
HIP_48
CGPLH322
CGPLH509
HIP_3
CGPLH406
CGPLH309
CGPLH451
HIP_1
CGPLH47
HIP_39
CGPLH501
CGPLH497_Rep
CGPLH328
CGPLH84
CGPLH466
CGPLH380
Ctrl_8
CGPLH416
CGPLH209
Ctrl_3
CGPLH64
CGPLH442
CGPLH365
CGPLH385
CGPLH54
HIP_44
CGPLH79
CGPLH479
CGPLH393
Ctrl_14
HIP_24
CGPLH398
CGPLH201
CGPLH431
Ctrl_2
