TN
CGPLH428
CGPLH414
HIP_4
CGPLH383
CGPLH642
CGPLH440
HIP_32
CGPLH483
HIP_16
CGPLH507
CGPLH626
CGPLH519
CGPLH494
CGPLH449
CGPLH490
CGPLH434
CGPLH192
CGPLH361
CGPLH503
CGPLH458
HIP_6
Ctrl_17
CGPLH210
HIP_20
CGPLH389
Ctrl_11
CGPLH317
CGPLH511
CGPLH356
CGPLH310
CGPLH327
CGPLH344
CGPLH403
CGPLH340
CGPLH366
CGPLH50
HIP_10
CGPLH196
CGPLH453
CGPLH76
CGPLH466
CGPLH400
Ctrl_5
CGPLH472
CGPLH465
CGPLH476
CGPLH333
CGPLH56
CGPLH205
CGPLH516
CGPLH409
CGPLH82
HIP_27
CGPLH326
CGPLH424
CGPLH479
CGPLH393
HIP_46
CGPLH418
CGPLH387
CGPLH351
CGPLH441
CGPLH370
Ctrl_2
