TN
CGPLH427
CGPLH35
HIP_9
CGPLH360
CGPLH483
CGPLH399
CGPLH411
CGPLH625
CGPLH194
CGPLH446
CGPLH519
CGPLH490
CGPLH364
CGPLH354
CGPLH646
CGPLH505
CGPLH314_Rep
CGPLH402
HIP_5
Ctrl_19
HIP_14
HIP_19
CGPLH389
CGPLH202
CGPLH455_Rep
Ctrl_1
CGPLH511
CGPLH423
CGPLH493
Ctrl_4
CGPLH430
CGPLH340
HIP_43
CGPLH46
CGPLH406
HIP_10
CGPLH309
CGPLH451
CGPLH369
CGPLH47
HIP_39
CGPLH501
HIP_30
CGPLH497_Rep
CGPLH328
CGPLH474
CGPLH84
CGPLH466
CGPLH436
CGPLH380
CGH15
Ctrl_8
CGPLH416
CGPLH333
CGPLH209
CGPLH64
CGPLH442
CGPLH320
CGPLH385
CGPLH516
CGPLH54
CGPLH79
CGPLH346
CGPLH479
CGPLH393
Ctrl_14
HIP_24
