TN
CGPLH414
CGPLH42
CGPLH330
CGPLH500
CGPLH642
CGPLH517
CGPLH508_Rep
CGH14
CGPLH78
CGPLH208
HIP_33
HIP_42
CGPLH319
CGPLH358
CGPLH336
HIP_22
CGPLH314
CGPLH490
CGPLH45
Ctrl_18
CGPLH425
CGPLH55
CGPLH444
CGPLH83
HIP_29
CGPLH503
CGPLH437
CGPLH520
CGPLH512
HIP_47
CGPLH473
CGPLH405
CGPLH455_Rep
CGPLH384
CGPLH362
CGPLH345
CGPLH200
CGPLH388
CGPLH392
CGPLH341
CGPLH478
HIP_8
CGPLH371
CGPLH353
HIP_18
CGPLH625_Rep
Ctrl_13
HIP_38
CGPLH465
HIP_13
CGPLH410
CGPLH467
CGPLH368
CGPLH455
CGPLH193
CGPLH396
CGPLH482
CGPLH43
CGPLH326
CGPLH487
CGPLH307
CGPLH398
CGPLH431
CGPLH497
Ctrl_2
