TN
CGPLH428
CGPLH414
HIP_4
CGPLH640
CGPLH49
CGPLH331_Rep
CGPLH513
CGPLH360
CGPLH483
HIP_16
CGPLH446
CGPLH626
CGPLH519
CGPLH494
CGPLH324
CGPLH498
CGPLH503
HIP_5
Ctrl_19
CGPLH439
Ctrl_17
CGPLH452
CGPLH210
CGPLH48
CGPLH190
CGPLH506
Ctrl_11
HIP_2
HIP_36
CGPLH202
CGPLH511
CGPLH463
CGPLH350
CGPLH443
CGPLH310
CGPLH457
Ctrl_4
CGPLH355
CGPLH344
CGPLH403
CGPLH338
CGPLH366
CGPLH381
CGPLH81
CGPLH386
CGPLH75
CGPLH369
CGPLH470
HIP_30
CGPLH316
CGPLH400_Rep
CGPLH476
CGPLH407
CGPLH197
CGPLH56
CGPLH467
HIP_11
CGPLH396
CGPLH432
HIP_27
CGPLH424
Ctrl_9
CGPLH418
CGPLH390
CGPLH328_Rep
HIP_45
