TN
CGPLH518
CGPLH488
CGPLH35
HIP_9
CGPLH331_Rep
CGPLH513
CGPLH337
CGPLH483
CGPLH399
CGPLH411
CGPLH625
CGPLH194
CGPLH507
CGPLH494
CGPLH308
CGPLH354
CGPLH646
CGPLH314_Rep
CGPLH402
Ctrl_20
CGPLH190
HIP_14
CGPLH369_Rep
HIP_19
CGPLH389
Ctrl_15
CGPLH447
CGPLH36
CGPLH327
HIP_48
CGPLH343
CGPLH366
HIP_3
HIP_43
CGPLH46
CGPLH381
HIP_1
CGPLH456
CGPLH426
HIP_35
HIP_39
CGPLH470
CGPLH497_Rep
CGPLH84
CGPLH436
Ctrl_5
CGH15
CGPLH476
CGPLH416
CGPLH209
CGPLH422
CGPLH64
CGPLH466_Rep
CGPLH408
CGPLH510
CGPLH320
CGPLH385
CGPLH54
CGPLH502
CGPLH79
CGPLH479
CGPLH393
CGPLH450
CGPLH441
CGPLH201
CGPLH431
HIP_23
