TN
HIP_15
CGPLH429
Ctrl_16
HIP_4
CGPLH383
CGPLH440
CGPLH331_Rep
CGPLH639
CGPLH513
HIP_32
CGPLH449
CGPLH308
CGPLH192
CGPLH495
CGPLH324
CGPLH354
Ctrl_21
CGPLH361
CGPLH413
CGPLH59
CGPLH420
CGPLH37
CGPLH48
Ctrl_11
CGPLH202
CGPLH457
CGPLH401_Rep
HIP_48
CGPLH51
CGPLH395
CGPLH366
CGPLH46
HIP_10
CGPLH81
CGPLH388
CGPLH392
CGPLH76
CGPLH47
CGPLH353
CGPLH497_Rep
CGPLH492
HIP_28
CGPLH52
CGPLH485
CGPLH400
CGPLH316
Ctrl_5
CGPLH198
CGPLH410
CGPLH508
CGPLH467
CGPLH455
CGPLH504
CGPLH435
HIP_21
CGPLH211
CGPLH346
CGPLH477
CGPLH418
CGPLH339
CGPLH441
CGPLH644
CGPLH328_Rep
HIP_45
