TN
HIP_4
CGPLH488
CGPLH35
CGPLH513
CGPLH382
CGPLH342
CGPLH337
CGPLH483
CGPLH399
CGPLH411
CGPLH194
CGPLH626
CGPLH519
CGPLH494
CGPLH308
CGPLH354
CGPLH498
CGPLH646
CGPLH505
CGPLH314_Rep
CGPLH402
HIP_5
Ctrl_19
CGPLH210
HIP_14
CGPLH369_Rep
CGPLH189
CGPLH389
CGPLH475
HIP_2
Ctrl_1
CGPLH447
CGPLH463
CGPLH36
CGPLH430
CGPLH51
HIP_3
HIP_43
HIP_1
CGPLH456
CGPLH386
CGPLH426
HIP_35
CGPLH47
CGPLH501
CGPLH328
CGPLH436
CGH15
CGPLH416
CGPLH333
Ctrl_3
CGPLH422
CGPLH64
CGPLH466_Rep
CGPLH56
CGPLH408
CGPLH365
CGPLH320
CGPLH79
CGPLH479
CGPLH393
Ctrl_9
Ctrl_14
CGPLH450
CGPLH441
CGPLH201
HIP_23
