TN
CGPLH428
CGPLH352
CGPLH300
HIP_32
CGPLH342
CGPLH438
CGPLH77
CGPLH486
CGPLH626
CGPLH449
CGPLH490
CGPLH324
CGPLH361
HIP_40
CGPLH458
HIP_5
Ctrl_19
HIP_17
HIP_20
CGPLH412
CGPLH189
CGPLH506
CGPLH475
CGPLH202
CGPLH356
CGPLH463
HIP_34
CGPLH311
CGPLH443
CGPLH643
CGPLH493
Ctrl_4
CGPLH517_Rep
CGPLH430
CGPLH51
CGPLH499
CGPLH395
CGPLH453
CGPLH386_Rep
CGPLH369
CGPLH501
CGPLH466
HIP_28
CGPLH380
CGPLH316
CGPLH400_Rep
CGPLH472
CGPLH333
Ctrl_12
CGPLH407
CGPLH404
CGPLH197
CGPLH56
CGPLH368
HIP_11
CGPLH516
CGPLH82
CGPLH424
Ctrl_14
CGPLH418
CGPLH339
CGPLH390
CGPLH328_Rep
HIP_45
CGPLH481
