TP
MBC_1126
Ren16
CRPC_1022
EwS_15
MBC_1162
MBC_1187
MBC_1241
MBC_1225
MBC_1071
Bl4
AdSarc_1
CRPC_1439
GB30
CGCRC304
CGCRC319
MBC_1236
EwS_46
CGST77
MBC_1335
CGPLBR50
CRPC_1039
MBC_1205
MBC_1259
CGPLPA17
MBC_1105
MBC_1141
CGPLPA85
CGPLBR18
MBC_1083
EwS_82
MBC_1395
MBC_1140
GB5
CGPLLU176
MBC_1092
CGPLBR40
Ren3
CGPLPA131
B18
MBC_1298
CRPC_1494
CGST141
MBC_1048
MBC_1414
MBC_1386
CGPLPA122
CRPC_1465
GB24
GB20
CGPLBR34
